"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.184825348E1,-2.071298599E0,8.244215846E-1,6.274867058E-1,2.315963817E0
2.185310255E1,-2.176411629E0,6.788430810E-1,5.703170300E-1,2.350075961E0
2.185795161E1,-2.310321808E0,5.328941345E-1,4.959187508E-1,2.422291977E0
2.186280072E1,-2.460897446E0,3.270871639E-1,3.927302361E-1,2.513411882E0
2.186764978E1,-2.584890366E0,5.713912845E-2,3.043308258E-1,2.603370956E0
2.187249885E1,-2.691758156E0,-1.808540374E-1,2.214548588E-1,2.706900886E0
2.187734791E1,-2.826816559E0,-4.367120564E-1,2.853550911E-1,2.874549844E0
2.188219702E1,-2.958908081E0,-7.099847794E-1,3.549487591E-1,3.063528038E0
2.188704609E1,-3.059369087E0,-9.811471701E-1,4.206120968E-1,3.240262878E0
2.189189515E1,-3.133139610E0,-1.178305507E0,5.847933292E-1,3.398080476E0
2.189674426E1,-3.125357628E0,-1.365886450E0,8.208744526E-1,3.508182003E0
2.190159333E1,-3.060143471E0,-1.464705229E0,1.078269482E0,3.559846140E0
2.190644239E1,-2.975871086E0,-1.508197308E0,1.289862633E0,3.576899978E0
2.191129145E1,-2.915686607E0,-1.479683161E0,1.508033514E0,3.600674344E0
2.191614057E1,-2.915543556E0,-1.394018888E0,1.679889202E0,3.642212325E0
2.192098963E1,-2.925362587E0,-1.309136152E0,1.831353903E0,3.691265481E0
2.192583869E1,-2.935672760E0,-1.189707279E0,1.912056923E0,3.699937789E0
2.193068780E1,-2.905858994E0,-1.036357164E0,1.938817739E0,3.643770971E0
2.193553687E1,-2.823947906E0,-9.164162874E-1,1.878462076E0,3.513277723E0
2.194038593E1,-2.740046501E0,-8.254528642E-1,1.788829803E0,3.374779893E0
2.194523504E1,-2.599020958E0,-7.636317611E-1,1.682335377E0,3.188776525E0
2.195008411E1,-2.350635529E0,-7.212459445E-1,1.587971210E0,2.927001139E0
2.195493317E1,-2.085739136E0,-6.767315865E-1,1.515521288E0,2.665535248E0
2.195978223E1,-1.816266060E0,-6.157128811E-1,1.474599123E0,2.419166659E0
2.196463135E1,-1.566186905E0,-5.241079330E-1,1.491290092E0,2.225213852E0
2.196948041E1,-1.304540634E0,-4.330981374E-1,1.476772308E0,2.017487723E0
2.197432947E1,-1.064955711E0,-3.738089502E-1,1.409195662E0,1.805462880E0
2.197917853E1,-8.928899765E-1,-3.198683560E-1,1.305166006E0,1.613389779E0
2.198402765E1,-7.189674377E-1,-2.928108573E-1,1.210105181E0,1.437708915E0
2.198887671E1,-5.646696091E-1,-3.332121372E-1,1.061945915E0,1.248042957E0
2.199372577E1,-4.824466705E-1,-4.003047645E-1,8.920626640E-1,1.090309356E0
2.199857489E1,-4.123964310E-1,-4.795948267E-1,7.245416641E-1,9.617913688E-1
2.200342395E1,-3.185224533E-1,-5.685399175E-1,5.501415730E-1,8.528481350E-1
2.200827301E1,-1.983861923E-1,-6.477253437E-1,3.929564953E-1,7.831475017E-1
2.201312208E1,-5.431938171E-2,-7.145618796E-1,2.412278652E-1,7.561350131E-1
2.201797119E1,7.789134979E-2,-7.808825374E-1,1.166698933E-1,7.933829236E-1
2.202282025E1,1.744537354E-1,-8.155422807E-1,2.731561661E-3,8.339968698E-1
2.202766932E1,2.784862518E-1,-8.352611661E-1,-9.330177307E-2,8.853931493E-1
2.203251843E1,3.135280609E-1,-8.377190232E-1,-1.451144218E-1,9.061629005E-1
2.203736749E1,3.393859863E-1,-8.206483722E-1,-1.504321098E-1,9.007088420E-1
2.204221656E1,3.823375702E-1,-8.055824041E-1,-2.001848221E-1,9.139031625E-1
2.204706562E1,4.327888489E-1,-7.758510113E-1,-2.250442505E-1,9.164583428E-1
2.205191473E1,4.381628036E-1,-7.291622758E-1,-2.752051353E-1,8.940929110E-1
2.205676380E1,4.320363998E-1,-6.872591376E-1,-3.337786198E-1,8.777179160E-1
2.206161286E1,3.714189529E-1,-6.122857928E-1,-3.385949135E-1,7.921442079E-1
2.206646192E1,3.040676117E-1,-5.356851816E-1,-3.330078125E-1,7.002213432E-1
2.207131103E1,3.182926178E-1,-4.599765241E-1,-3.555622101E-1,6.628069693E-1
2.207616010E1,3.923597336E-1,-3.564786911E-1,-3.897862434E-1,6.579943262E-1
2.208100916E1,5.117073059E-1,-2.824549377E-1,-4.575159550E-1,7.422573730E-1
2.208585827E1,6.379528046E-1,-2.305803448E-1,-5.517470837E-1,8.744003206E-1
2.209070734E1,7.638626099E-1,-1.863168478E-1,-6.534523964E-1,1.022350277E0
2.209555640E1,8.678750992E-1,-1.257502735E-1,-7.531876564E-1,1.155989604E0
2.210040546E1,9.690713882E-1,-5.359062552E-2,-8.248178959E-1,1.273693791E0
2.210525458E1,1.100846767E0,1.505762339E-3,-9.163250923E-1,1.432311959E0
2.211010364E1,1.287075043E0,5.882598460E-2,-1.013308525E0,1.639151253E0
2.211495270E1,1.479899883E0,1.066117734E-1,-1.118115425E0,1.857862169E0
2.211980182E1,1.624383926E0,1.353685558E-1,-1.213921309E0,2.032376129E0
2.212465088E1,1.799495697E0,1.404513270E-1,-1.276725292E0,2.210868339E0
2.212949994E1,1.890519619E0,1.578142047E-1,-1.318434477E0,2.310246572E0
2.213434900E1,2.014705181E0,1.372831464E-1,-1.405881166E0,2.460566090E0
2.213919812E1,2.110023499E0,1.339724213E-1,-1.457405090E0,2.567913038E0
2.214404718E1,2.205234051E0,1.191648766E-1,-1.470555544E0,2.653260465E0
2.214889624E1,2.255043507E0,1.215424314E-1,-1.502473116E0,2.712456312E0
2.215374536E1,2.276320457E0,1.170715094E-1,-1.507545471E0,2.732770373E0
2.215859442E1,2.331231594E0,1.152774841E-1,-1.485815763E0,2.766871541E0
2.216344348E1,2.369535446E0,1.114039719E-1,-1.492313385E0,2.802518210E0
2.216829254E1,2.431933880E0,9.115561843E-2,-1.526876211E0,2.872971059E0
2.217314166E1,2.494569778E0,7.146733999E-2,-1.529542446E0,2.927026828E0
2.217799072E1,2.509678841E0,2.836570144E-2,-1.521789789E0,2.935155304E0
2.218283978E1,2.532390594E0,5.266597867E-2,-1.512958050E0,2.950392836E0
2.218768890E1,2.474294186E0,6.041818857E-2,-1.455209017E0,2.871134855E0
2.219253796E1,2.416691303E0,1.039829105E-1,-1.358305931E0,2.774203364E0
2.219738702E1,2.352283478E0,1.736843437E-1,-1.299070120E0,2.692765676E0
2.220223609E1,2.338305473E0,2.121765018E-1,-1.251460552E0,2.660609868E0
2.220708520E1,2.298160076E0,2.625163198E-1,-1.194088221E0,2.603132965E0
2.221193426E1,2.207919598E0,3.268935084E-1,-1.136685848E0,2.504760075E0
2.221678333E1,2.086736202E0,3.765420020E-1,-1.093669415E0,2.385867692E0
2.222163239E1,2.013485909E0,4.281460643E-1,-1.055535316E0,2.313350246E0
2.222648150E1,2.007260799E0,4.913586676E-1,-1.038920164E0,2.312981704E0
2.223133057E1,1.994010448E0,5.114734173E-1,-1.050663710E0,2.311185184E0
2.223617963E1,2.055050850E0,5.413647890E-1,-1.054735184E0,2.372504191E0
2.224102869E1,2.070796967E0,5.428977609E-1,-1.060691595E0,2.389143092E0
2.224587781E1,1.995840073E0,5.759560466E-1,-1.037583113E0,2.321999500E0
2.225072687E1,1.863642216E0,5.974106789E-1,-1.028713703E0,2.210953123E0
2.225557593E1,1.748234749E0,6.526213884E-1,-1.010468721E0,2.122094826E0
2.226042504E1,1.594573498E0,6.553661823E-1,-9.471604824E-1,1.967049174E0
2.226527411E1,1.474442482E0,6.629810333E-1,-8.746066093E-1,1.838059086E0
2.227012317E1,1.328133583E0,7.086432576E-1,-7.950499058E-1,1.702415470E0
2.227497223E1,1.198758125E0,7.110266685E-1,-7.107563019E-1,1.564530117E0
2.227982135E1,1.079210758E0,7.059443593E-1,-6.048181057E-1,1.424379949E0
2.228467041E1,9.552221298E-1,6.979461312E-1,-4.723153114E-1,1.273836674E0
2.228951947E1,8.698415756E-1,7.155504227E-1,-3.228034973E-1,1.171682069E0
2.229436859E1,8.038406372E-1,7.276466489E-1,-1.779663563E-1,1.098772697E0
2.229921765E1,7.642831802E-1,7.388900518E-1,-4.278540611E-2,1.063916293E0
2.230406671E1,6.769886017E-1,7.708411217E-1,8.259963989E-2,1.029238700E0
2.230891577E1,5.898151398E-1,7.898631096E-1,2.340333462E-1,1.013181740E0
2.231376489E1,4.668598175E-1,7.840166688E-1,3.300907612E-1,9.703608281E-1
2.231861395E1,3.512573242E-1,7.700053453E-1,3.901197910E-1,9.319245630E-1
2.232346301E1,2.192134857E-1,7.358528376E-1,4.861238003E-1,9.087630605E-1
2.232831213E1,9.958362579E-2,6.887319684E-1,5.658502579E-1,8.969142307E-1
2.233316119E1,-1.007919312E-1,6.357377768E-1,6.652970314E-1,9.257114422E-1
2.233801025E1,-3.220977783E-1,5.672764778E-1,7.628540993E-1,1.003740981E0
2.234285932E1,-4.831819534E-1,4.954518080E-1,8.080532551E-1,1.063901949E0
2.234770843E1,-6.871004105E-1,3.728256226E-1,8.506824970E-1,1.155321007E0
2.235255749E1,-9.051561356E-1,2.475746572E-1,8.644144535E-1,1.275857824E0
2.235740656E1,-1.070413589E0,1.224553883E-1,9.043107033E-1,1.406612392E0
2.236225562E1,-1.264134407E0,-9.343147278E-3,9.753143787E-1,1.596671923E0
2.236710473E1,-1.416899681E0,-9.757739305E-2,1.051288366E0,1.767012531E0
2.237195380E1,-1.569332123E0,-1.397507191E-1,1.127615213E0,1.937485392E0
2.237680286E1,-1.692716599E0,-1.333052516E-1,1.225919247E0,2.094263062E0
2.238165197E1,-1.813375473E0,-9.986257553E-2,1.303165197E0,2.235294762E0
2.238650103E1,-1.890772820E0,-4.674321413E-2,1.390214443E0,2.347318253E0
2.239135010E1,-2.015961647E0,5.907851458E-2,1.591695786E0,2.569258085E0
2.239619916E1,-2.093467712E0,2.337291241E-1,1.808965921E0,2.776615579E0
2.240104827E1,-2.099685669E0,4.098211825E-1,1.962496519E0,2.903106250E0
2.240589734E1,-2.087516785E0,5.274900198E-1,2.025473833E0,2.956098154E0
2.241074640E1,-2.071493149E0,6.511688232E-1,2.076427221E0,3.004439167E0
2.241559551E1,-2.070803642E0,6.685197353E-1,2.060235262E0,2.996617376E0
2.242044458E1,-2.071094513E0,6.513912678E-1,1.943522930E0,2.913936246E0
2.242529364E1,-2.129713058E0,5.570361018E-1,1.786210299E0,2.834874629E0
2.243014270E1,-2.220308304E0,4.024175406E-1,1.643336296E0,2.791462524E0
2.243499182E1,-2.323668480E0,2.070321441E-1,1.457708359E0,2.750856443E0
2.243984088E1,-2.408566475E0,-3.573530912E-2,1.241773605E0,2.710068479E0
2.244468994E1,-2.517890930E0,-3.158267140E-1,1.091600895E0,2.762447061E0
2.244953900E1,-2.598792076E0,-5.896923542E-1,1.012557030E0,2.850741845E0
2.245438812E1,-2.636806488E0,-8.666524887E-1,9.595656395E-1,2.936767135E0
2.245923718E1,-2.720285416E0,-1.096279263E0,9.855093956E-1,3.094028076E0
2.246408624E1,-2.803726196E0,-1.345313430E0,1.054560661E0,3.283724562E0
2.246893531E1,-2.872711182E0,-1.572793245E0,1.152557373E0,3.471964375E0
2.247378442E1,-2.793436050E0,-1.756944418E0,1.253192425E0,3.529961743E0
2.247863348E1,-2.606749535E0,-1.866398573E0,1.327754974E0,3.470089342E0
2.248348254E1,-2.362937927E0,-1.893853784E0,1.369243622E0,3.323399750E0
2.248833166E1,-2.100159645E0,-1.837005854E0,1.409137726E0,3.125848712E0
2.249318072E1,-1.823033333E0,-1.736796618E0,1.505239010E0,2.933540097E0
2.249802978E1,-1.567142487E0,-1.562655449E0,1.641364336E0,2.755341088E0
2.250287885E1,-1.372797966E0,-1.360722899E0,1.832402945E0,2.663426668E0
2.250772796E1,-1.256447792E0,-1.091112256E0,2.004575491E0,2.605284996E0
2.251257702E1,-9.935760498E-1,-8.523297310E-1,2.176439047E0,2.539792563E0
2.251742609E1,-7.305068970E-1,-6.304652691E-1,2.370975256E0,2.559814534E0
2.252227520E1,-5.368070602E-1,-4.092163444E-1,2.520553589E0,2.609369700E0
2.252712426E1,-3.862533569E-1,-2.248451114E-1,2.622399330E0,2.660211500E0
2.253197333E1,-2.264051437E-1,-7.290506363E-2,2.695171595E0,2.705646755E0
2.253682239E1,-1.052360535E-1,1.059997678E-1,2.752762794E0,2.756812213E0
2.254167150E1,2.262687683E-2,2.446362972E-1,2.725619316E0,2.736669426E0
2.254652057E1,1.833190918E-1,3.811855912E-1,2.634980202E0,2.668712987E0
2.255136963E1,3.241453171E-1,4.606862962E-1,2.437706947E0,2.501942687E0
2.255621869E1,4.093656540E-1,5.308842063E-1,2.212953806E0,2.312267897E0
2.256106780E1,4.319744110E-1,5.200300217E-1,1.958560467E0,2.071953720E0
2.256591687E1,4.543199539E-1,5.143258572E-1,1.672482729E0,1.807798713E0
2.257076593E1,4.262847900E-1,5.115623474E-1,1.343009233E0,1.499029205E0
2.257561505E1,4.148931503E-1,4.499214888E-1,9.966545105E-1,1.169566537E0
2.258046411E1,3.628110886E-1,4.423782527E-1,6.312665939E-1,8.519553492E-1
2.258531317E1,3.465070724E-1,4.367700219E-1,3.400394917E-1,6.530406260E-1
2.259016223E1,2.631616592E-1,4.548419714E-1,3.448104858E-2,5.266158187E-1
2.259501135E1,1.726055145E-1,4.488143027E-1,-2.088987827E-1,5.242763044E-1
2.259986041E1,2.475261688E-2,4.329770207E-1,-4.855816364E-1,6.510540056E-1
2.260470947E1,-9.416866302E-2,4.407424927E-1,-7.665853500E-1,8.892551832E-1
2.260955853E1,-1.481456757E-1,4.720658362E-1,-1.015606403E0,1.129712203E0
2.261440765E1,-2.254810333E-1,5.005142689E-1,-1.213148355E0,1.331572440E0
2.261925671E1,-3.116979599E-1,5.569460988E-1,-1.335178852E0,1.479880786E0
2.262410577E1,-4.258460999E-1,6.077008247E-1,-1.417555094E0,1.600033636E0
2.262895489E1,-4.866867065E-1,6.860004663E-1,-1.415084600E0,1.646184989E0
2.263380395E1,-4.657640457E-1,7.009913325E-1,-1.411865234E0,1.643681367E0
2.263865301E1,-4.206953049E-1,6.959089041E-1,-1.403444529E0,1.622014268E0
2.264350208E1,-3.134298325E-1,6.471587420E-1,-1.375778913E0,1.552359596E0
2.264835119E1,-1.250724792E-1,5.646942854E-1,-1.362606287E0,1.480276547E0
2.265320025E1,6.531620026E-2,4.608901441E-1,-1.340142488E0,1.418685244E0
2.265804932E1,2.099666595E-1,3.599654138E-1,-1.320223808E0,1.384432014E0
2.266289843E1,4.069766998E-1,2.408205867E-1,-1.331318855E0,1.412810845E0
2.266774749E1,6.181058884E-1,1.060986519E-1,-1.344535589E0,1.483606337E0
2.267259656E1,7.740488052E-1,1.326024532E-3,-1.343078375E0,1.550165421E0
2.267744562E1,8.773174286E-1,-6.421709061E-2,-1.305397272E0,1.574125708E0
2.268229473E1,9.829192162E-1,-4.306101799E-2,-1.212522745E0,1.561472332E0
2.268714380E1,1.119544506E0,-1.910614967E-2,-1.162500381E0,1.614048352E0
2.269199286E1,1.280006886E0,2.783715725E-3,-1.143295050E0,1.716260163E0
2.269684192E1,1.418894291E0,4.891282320E-2,-1.078338385E0,1.782825607E0
2.270169103E1,1.529064178E0,5.237269402E-2,-9.963579178E-1,1.825790038E0
2.270654010E1,1.572251797E0,5.853343010E-2,-9.023158550E-1,1.813718770E0
2.271138916E1,1.605846405E0,6.985396147E-2,-8.943009377E-1,1.839401104E0
2.271623822E1,1.567541599E0,9.578377008E-2,-9.200589657E-1,1.820129033E0
2.272108734E1,1.517043591E0,1.385951638E-1,-9.368355274E-1,1.788376549E0
2.272593640E1,1.499706268E0,1.647549272E-1,-9.949865341E-1,1.807280078E0
2.273078546E1,1.493977070E0,2.316760421E-1,-1.087289095E0,1.862213428E0
2.273563452E1,1.459279060E0,2.865828872E-1,-1.115608931E0,1.859088060E0
2.274048364E1,1.431515217E0,3.648923039E-1,-1.166094780E0,1.882062498E0
2.274533270E1,1.372518539E0,4.495253563E-1,-1.229048014E0,1.896428013E0
2.275018176E1,1.354039192E0,5.355949402E-1,-1.318778276E0,1.964550894E0
2.275503088E1,1.359365463E0,6.206148863E-1,-1.437505245E0,2.073513595E0
2.275987994E1,1.333575726E0,6.638998985E-1,-1.537247419E0,2.140634700E0
2.276472900E1,1.324658871E0,7.085584998E-1,-1.643969536E0,2.226973755E0
2.276957807E1,1.311135292E0,7.379415035E-1,-1.728852749E0,2.291847561E0
2.277442718E1,1.304949284E0,7.497645020E-1,-1.806272745E0,2.351097759E0
2.277927624E1,1.260632992E0,7.773806453E-1,-1.850086927E0,2.369881399E0
2.278412530E1,1.192505360E0,7.659308314E-1,-1.896302462E0,2.367420980E0
2.278897442E1,1.176889896E0,7.395313382E-1,-1.940498590E0,2.386946000E0
2.279382348E1,1.199263573E0,7.010082006E-1,-2.018700600E0,2.450468879E0
2.279867255E1,1.235661507E0,6.270005703E-1,-2.133196592E0,2.543721049E0
2.280352161E1,1.250317574E0,5.466743112E-1,-2.243018150E0,2.625505144E0
2.280837072E1,1.236264706E0,4.435100257E-1,-2.314303875E0,2.661024989E0
2.281321978E1,1.169797421E0,4.179935157E-1,-2.330016613E0,2.640477609E0
2.281806885E1,1.072648525E0,4.005906284E-1,-2.294691086E0,2.564498955E0
2.282291791E1,9.617700577E-1,4.077564478E-1,-2.243897915E0,2.475145413E0
2.282776702E1,8.755006790E-1,4.607734978E-1,-2.141657829E0,2.359133721E0
2.283261609E1,7.803955078E-1,5.233238935E-1,-1.959346056E0,2.172998392E0
2.283746515E1,6.740474701E-1,6.356620789E-1,-1.773657560E0,2.001066569E0
2.284231426E1,5.373315811E-1,7.039887309E-1,-1.548887730E0,1.784202500E0
2.284716333E1,4.155473709E-1,7.806217074E-1,-1.326077700E0,1.593904619E0
2.285201239E1,3.204355240E-1,8.176037073E-1,-1.124773979E0,1.426979766E0
2.285686145E1,2.685317993E-1,8.628318906E-1,-1.009808302E0,1.355101843E0
2.286171057E1,2.214021683E-1,8.878559470E-1,-9.550445080E-1,1.322655327E0
2.286655963E1,1.598768234E-1,9.025223255E-1,-8.887631893E-1,1.276717335E0
2.287140869E1,9.828853607E-2,8.999760151E-1,-8.468258381E-1,1.239649734E0
2.287625775E1,7.245540619E-2,9.163311720E-1,-8.196628094E-1,1.231567994E0
2.288110687E1,4.167556763E-2,9.494211674E-1,-7.929406166E-1,1.237696339E0
2.288595593E1,2.980327606E-2,9.874224067E-1,-7.667460442E-1,1.250516190E0
2.289080499E1,-1.515388489E-3,1.042307377E0,-7.197635174E-1,1.266675367E0
2.289565411E1,-7.626056671E-2,1.116345286E0,-6.809480190E-1,1.309859793E0
2.290050317E1,-1.394586563E-1,1.171063185E0,-6.767065525E-1,1.359694619E0
2.290535223E1,-2.269773483E-1,1.215805292E0,-7.046525478E-1,1.423459321E0
2.291020130E1,-3.052587509E-1,1.228927135E0,-7.144222260E-1,1.453906437E0
2.291505041E1,-4.220113754E-1,1.227166891E0,-7.512271404E-1,1.499458034E0
2.291989947E1,-5.077686310E-1,1.188890457E0,-7.693896294E-1,1.504410151E0
2.292474853E1,-6.150236130E-1,1.140406132E0,-7.782306671E-1,1.511430832E0
2.292959760E1,-7.150259018E-1,1.093651056E0,-7.465903759E-1,1.504902609E0
2.293444671E1,-8.292055130E-1,1.024805784E0,-6.958248615E-1,1.490631046E0
2.293929577E1,-9.741821289E-1,9.171092510E-1,-6.161990166E-1,1.473031373E0
2.294414484E1,-1.118833542E0,8.232439756E-1,-5.053186417E-1,1.478129246E0
2.294899390E1,-1.241599083E0,7.312238216E-1,-3.583257198E-1,1.484807692E0
2.295384301E1,-1.392753601E0,6.386780739E-1,-1.753895283E-1,1.542217158E0
2.295869208E1,-1.498299599E0,5.336919427E-1,1.778602600E-4,1.590512122E0
2.296354114E1,-1.563220978E0,4.235347807E-1,1.441888809E-1,1.625986460E0
2.296839020E1,-1.637889862E0,3.250005841E-1,2.850880623E-1,1.693984588E0
2.297323932E1,-1.648307800E0,2.333774716E-1,4.322509766E-1,1.719948998E0
2.297808838E1,-1.628159523E0,1.679111868E-1,5.136857033E-1,1.715508846E0
2.298293744E1,-1.577557564E0,8.333542943E-2,5.962567329E-1,1.688536275E0
2.298778656E1,-1.508518219E0,2.056938410E-2,6.703739166E-1,1.650894153E0
2.299263562E1,-1.416252136E0,-1.013367176E-1,7.050838470E-1,1.585302014E0
2.299748468E1,-1.360529900E0,-1.770094633E-1,6.980752945E-1,1.539377496E0
2.300233374E1,-1.369916916E0,-2.615597546E-1,6.734299660E-1,1.548739417E0
2.300718286E1,-1.439516068E0,-3.311146498E-1,5.858416557E-1,1.589041807E0
2.301203192E1,-1.528520584E0,-4.670370519E-1,4.762325287E-1,1.667721861E0
2.301688098E1,-1.639141083E0,-6.046665311E-1,3.162698746E-1,1.775508867E0
2.302173010E1,-1.792539597E0,-7.892398238E-1,1.257944107E-1,1.962631381E0
2.302657916E1,-1.966803551E0,-9.776175022E-1,-4.187250137E-2,2.196771607E0
2.303142822E1,-2.118505478E0,-1.184019208E0,-1.692771912E-1,2.432821759E0
2.303627728E1,-2.242620468E0,-1.393814802E0,-2.415847778E-1,2.651495705E0
2.304112640E1,-2.319890976E0,-1.592303157E0,-2.394113541E-1,2.823940736E0
2.304597546E1,-2.343115807E0,-1.762374043E0,-1.602811813E-1,2.936297670E0
2.305082452E1,-2.381680489E0,-1.870223641E0,-1.927375793E-3,3.028224254E0
2.305567359E1,-2.368818283E0,-1.927742839E0,2.160906792E-1,3.061729526E0
2.306052270E1,-2.347858429E0,-1.932570457E0,4.884238243E-1,3.079906753E0
2.306537176E1,-2.333397865E0,-1.872967482E0,7.523722649E-1,3.085257981E0
2.307022083E1,-2.294511795E0,-1.787627816E0,1.012408733E0,3.079832630E0
2.307506989E1,-2.260090828E0,-1.688829303E0,1.229934692E0,3.077806737E0
2.307991900E1,-2.203976631E0,-1.557922363E0,1.457288265E0,3.067299165E0
2.308476807E1,-2.205199242E0,-1.421725750E0,1.658317089E0,3.103904536E0
2.308961713E1,-2.220738411E0,-1.292555809E0,1.811384678E0,3.143802484E0
2.309446619E1,-2.195693016E0,-1.225706100E0,1.918754578E0,3.163074832E0
2.309931530E1,-2.132601738E0,-1.161532640E0,2.032848358E0,3.166957640E0
2.310416437E1,-1.921748161E0,-1.080884695E0,2.081619740E0,3.032254682E0
2.310901343E1,-1.666209221E0,-1.019407511E0,2.103129387E0,2.870295814E0
2.311386249E1,-1.351810455E0,-9.386808872E-1,2.101980686E0,2.669613478E0
2.311871161E1,-1.067152977E0,-8.912243247E-1,2.077989101E0,2.500226985E0
2.312356067E1,-8.767356873E-1,-7.911690474E-1,2.098065376E0,2.407590549E0
2.312840973E1,-6.419668198E-1,-6.984948516E-1,2.066267490E0,2.273648565E0
2.313325885E1,-4.155702591E-1,-6.156212091E-1,1.958573341E0,2.094683185E0
2.313810791E1,-1.879549026E-1,-5.806958079E-1,1.830095768E0,1.929192885E0
2.314295697E1,4.101657867E-2,-5.838657022E-1,1.659663677E0,1.759848016E0
2.314780603E1,2.213907242E-1,-6.130841374E-1,1.486060143E0,1.622732498E0
2.315265515E1,3.582181931E-1,-6.610347033E-1,1.340795040E0,1.537211271E0
2.315750421E1,4.565057755E-1,-7.061634660E-1,1.183565617E0,1.451858097E0
2.316235327E1,5.402812958E-1,-7.412173748E-1,1.033679962E0,1.381955621E0
2.316720234E1,6.764497757E-1,-7.540817857E-1,8.934831619E-1,1.350753789E0
2.317205145E1,7.932796478E-1,-7.471532822E-1,7.893152237E-1,1.345566479E0
2.317690051E1,8.574261665E-1,-7.468948960E-1,6.878418922E-1,1.328968805E0
2.318174958E1,9.048399925E-1,-7.128461599E-1,6.010646820E-1,1.299293582E0
2.318659869E1,9.403424263E-1,-7.073217630E-1,5.146641731E-1,1.284300263E0
2.319144775E1,9.592332840E-1,-6.515191793E-1,4.168024063E-1,1.232205332E0
2.319629682E1,9.783344269E-1,-6.221625805E-1,2.956657410E-1,1.196512749E0
2.320114588E1,9.666686058E-1,-5.834659934E-1,1.610145569E-1,1.140529020E0
2.320599499E1,9.363002777E-1,-5.666667223E-1,4.405355453E-2,1.095312786E0
2.321084406E1,8.849554062E-1,-4.715716839E-1,-5.269289017E-2,1.004142652E0
2.321569312E1,8.007450104E-1,-4.178181887E-1,-1.865487099E-1,9.222608262E-1
2.322054218E1,7.578344345E-1,-3.456414938E-1,-3.215570450E-1,8.928493745E-1
2.322539130E1,6.749343872E-1,-3.005537987E-1,-4.481391907E-1,8.641167439E-1
2.323024036E1,5.378160477E-1,-2.109069824E-1,-5.685942173E-1,8.105721685E-1
2.323508942E1,4.015064240E-1,-1.293987632E-1,-6.662235260E-1,7.885462795E-1
2.323993848E1,3.638381958E-1,-6.798255444E-2,-7.700343132E-1,8.543726962E-1
2.324478760E1,3.457040787E-1,4.516196251E-2,-8.969697952E-1,9.623438712E-1
2.324963666E1,3.899335861E-1,1.695835888E-1,-1.028178930E0,1.112635928E0
2.325448572E1,4.510068893E-1,2.840502262E-1,-1.144572258E0,1.262591541E0
2.325933484E1,4.881906509E-1,3.814849257E-1,-1.236757755E0,1.383268089E0
2.326418390E1,5.659961700E-1,4.621302485E-1,-1.335898876E0,1.522675881E0
2.326903296E1,6.293897629E-1,5.332400799E-1,-1.430061102E0,1.650924351E0
2.327388202E1,7.045869827E-1,5.949664712E-1,-1.488341570E0,1.750882220E0
2.327873114E1,7.723884583E-1,6.568885446E-1,-1.498969793E0,1.809695259E0
2.328358020E1,8.590307236E-1,7.500681281E-1,-1.512312412E0,1.894102641E0
2.328842926E1,9.620432854E-1,7.931277752E-1,-1.502204418E0,1.952228743E0
2.329327833E1,1.055058002E0,8.195558786E-1,-1.464019537E0,1.981961763E0
2.329812744E1,1.090320587E0,8.316931725E-1,-1.395356894E0,1.956408285E0
2.330297650E1,1.132406712E0,8.412820101E-1,-1.313054800E0,1.927229433E0
2.330782557E1,1.135961533E0,8.672338724E-1,-1.221825361E0,1.880255410E0
2.331267463E1,1.225277901E0,8.855248690E-1,-1.133699179E0,1.889638604E0
2.331752374E1,1.278291702E0,8.603037596E-1,-1.077502489E0,1.880203140E0
2.332237280E1,1.371613026E0,8.203680515E-1,-1.021942854E0,1.897022200E0
2.332722187E1,1.459802151E0,7.849723101E-1,-9.645733833E-1,1.917708439E0
2.333207093E1,1.533395290E0,7.135368586E-1,-8.908755779E-1,1.911568796E0
2.333692005E1,1.614009380E0,6.753740907E-1,-8.747744560E-1,1.956115230E0
2.334176911E1,1.639565468E0,6.322445273E-1,-8.228590488E-1,1.940362100E0
2.334661817E1,1.674675941E0,6.055731773E-1,-7.901182175E-1,1.948215897E0
2.335146728E1,1.700252056E0,6.071332693E-1,-7.692995071E-1,1.962470278E0
2.335631635E1,1.716353893E0,5.771050453E-1,-7.698569298E-1,1.967638334E0
2.336116541E1,1.713445187E0,5.560776591E-1,-7.893600464E-1,1.966775547E0
2.336601447E1,1.651047230E0,5.367279649E-1,-7.654261589E-1,1.897343160E0
2.337086359E1,1.577057838E0,5.285488963E-1,-7.410812378E-1,1.820899987E0
2.337571265E1,1.536949158E0,5.029007196E-1,-7.425060272E-1,1.779448523E0
2.338056171E1,1.525935173E0,4.790151119E-1,-7.958686352E-1,1.786432342E0
2.338541077E1,1.491414070E0,4.785543680E-1,-8.317539692E-1,1.773455632E0
2.339025989E1,1.443082809E0,4.371326566E-1,-8.738348484E-1,1.742745046E0
2.339510895E1,1.378668308E0,4.123522639E-1,-8.836426735E-1,1.688663693E0
2.339995801E1,1.298252583E0,3.923084736E-1,-8.539047241E-1,1.602659972E0
