"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.013676567E1,1.449839340E0,-7.659712172E-1,-2.438589474E0,2.938616110E0
1.014671967E1,3.073029622E0,-5.370383987E0,-3.337113562E0,7.029997308E0
1.015667367E1,3.132279165E0,-8.700498431E0,-3.693338803E0,9.957439291E0
1.016662767E1,3.272655610E0,-1.140991047E1,-4.231582021E0,1.260169108E1
1.017658167E1,4.835201202E0,-1.449048212E1,-4.751033456E0,1.599767363E1
1.018653567E1,6.648023996E0,-1.755510023E1,-4.529290667E0,1.931041794E1
1.019648967E1,9.438495399E0,-2.107487379E1,-3.243188567E0,2.331852853E1
1.020644367E1,9.965823619E0,-2.167722354E1,-9.374020784E-1,2.387673310E1
1.021639767E1,1.078991499E1,-2.076996489E1,1.030477326E0,2.342809404E1
1.022635167E1,1.116517877E1,-1.982948703E1,3.312777450E0,2.299661425E1
1.023630567E1,1.059135407E1,-1.892735521E1,5.203997372E0,2.230477852E1
1.024625967E1,9.666190070E0,-1.857151939E1,5.632762002E0,2.168097255E1
1.025621367E1,8.274191971E0,-1.828893398E1,4.893696163E0,2.066145254E1
1.026616767E1,6.356075442E0,-1.733767853E1,3.654795127E0,1.882424818E1
1.027612167E1,4.365486767E0,-1.575435311E1,2.091027613E0,1.648118664E1
1.028607567E1,2.774147732E0,-1.359503133E1,1.347631180E-1,1.387583992E1
1.029602967E1,1.566641566E0,-1.117389112E1,-1.356909542E0,1.136448028E1
1.030598367E1,8.150726259E-1,-8.073710827E0,-1.848211458E0,8.322561835E0
1.031593767E1,6.339972210E-1,-4.479325624E0,-1.692786619E0,4.830304034E0
1.032589167E1,8.438157839E-1,-7.421034676E-1,-1.263199725E0,1.690685121E0
1.033584567E1,7.661203212E-1,2.829054256E0,-9.475401270E-1,3.080311774E0
1.034579967E1,-5.554328620E-2,5.762488913E0,-1.084031682E0,5.863828802E0
1.035575367E1,-1.188897986E0,7.914633817E0,-1.481765138E0,8.139443151E0
1.036570767E1,-2.404905419E0,9.357071167E0,-2.097969282E0,9.886345432E0
1.037566167E1,-3.294921223E0,1.027012792E1,-2.529103203E0,1.107828491E1
1.038561567E1,-3.715630143E0,1.065386665E1,-2.492784977E0,1.155529139E1
1.039556967E1,-3.843996407E0,1.084438180E1,-2.131849219E0,1.170135489E1
1.040552367E1,-3.849345440E0,1.090261189E1,-1.677408296E0,1.168324034E1
1.041547867E1,-3.798377016E0,1.092525114E1,-1.372069033E0,1.164780468E1
1.042543267E1,-3.826973116E0,1.099555806E1,-1.376754992E0,1.172362890E1
1.043538667E1,-3.882968977E0,1.095868551E1,-1.612528760E0,1.173756726E1
1.044534067E1,-4.014731011E0,1.084185113E1,-1.904387852E0,1.171710263E1
1.045529467E1,-4.046732823E0,1.062355820E1,-2.052441691E0,1.155199343E1
1.046524867E1,-4.058944733E0,1.035615567E1,-2.044688283E0,1.130954211E1
1.047520267E1,-4.122415966E0,1.000169044E1,-1.884366986E0,1.098084532E1
1.048515667E1,-4.234824886E0,9.619900002E0,-1.554277629E0,1.062506456E1
1.049511067E1,-4.254336460E0,9.206612368E0,-1.098363281E0,1.020134755E1
1.050506467E1,-4.399453828E0,9.034356903E0,-6.763228031E-1,1.007135597E1
1.051501867E1,-4.680285071E0,9.143681710E0,-2.900300825E-1,1.027599635E1
1.052497267E1,-4.833770973E0,9.169401857E0,9.994294882E-2,1.036596647E1
1.053492667E1,-4.873814460E0,9.023250117E0,4.793512309E-1,1.026659085E1
1.054488067E1,-4.964172653E0,8.834430660E0,8.557117979E-1,1.016968131E1
1.055483467E1,-5.047484951E0,8.727851706E0,1.177989494E0,1.015086986E1
1.056478867E1,-5.212494546E0,8.771458486E0,1.451807367E0,1.030613060E1
1.057474267E1,-5.325722369E0,8.976694002E0,1.557561425E0,1.055321522E1
1.058469667E1,-5.154887778E0,9.284897230E0,1.637704678E0,1.074542978E1
1.059465067E1,-4.839112112E0,9.676243188E0,1.900059597E0,1.098439415E1
1.060460467E1,-4.172949358E0,9.766101444E0,2.242085460E0,1.085436276E1
1.061455867E1,-2.733427722E0,8.839555745E0,2.529010817E0,9.591937687E0
1.062451267E1,-9.245304564E-1,6.659734215E0,2.558701808E0,7.194009405E0
1.063446667E1,8.282893798E-1,3.414983856E0,2.203324559E0,4.147627894E0
1.064442067E1,3.207636327E0,-2.100095329E0,1.279080763E0,4.041704936E0
1.065437467E1,3.663877607E0,-8.575145237E0,1.688463919E-1,9.326608390E0
1.066432867E1,-7.779515773E-1,-1.183858388E1,-9.917634961E-1,1.190549755E1
1.067428267E1,-2.401162908E0,-1.430038797E1,-2.757262727E0,1.476039218E1
1.068423767E1,1.251107976E0,-1.727374157E1,-3.733986307E0,1.771694310E1
1.069419167E1,5.331377796E0,-1.930259793E1,-3.094213207E0,2.026297193E1
1.070414567E1,6.499553250E0,-1.828821945E1,-1.607266266E0,1.947527838E1
1.071409967E1,7.579110058E0,-1.552567669E1,-5.947173804E-2,1.727695236E1
1.072405367E1,9.645435963E0,-1.359294738E1,1.614070964E0,1.674538380E1
1.073400767E1,1.072452558E1,-1.359169140E1,2.418187369E0,1.748133731E1
1.074396167E1,9.854302014E0,-1.550274976E1,1.444323077E0,1.842630151E1
1.075391567E1,7.884546969E0,-1.856907291E1,-1.290583405E0,2.021489934E1
1.076386967E1,4.939728953E0,-2.137725203E1,-4.943923745E0,2.249066936E1
1.077382367E1,2.641710928E0,-2.207973651E1,-7.588817021E0,2.349645814E1
1.078377767E1,1.307440051E0,-2.037176950E1,-8.648837696E0,2.217026805E1
1.079373167E1,8.252704623E-1,-1.700506201E1,-8.989001221E0,1.925241149E1
1.080368567E1,1.571880087E0,-1.291537437E1,-8.179712076E0,1.536832430E1
1.081363967E1,2.572885692E0,-8.391225747E0,-6.238438818E0,1.076803275E1
1.082359367E1,3.193125291E0,-4.139013580E0,-4.078340824E0,6.630259906E0
1.083354767E1,3.291483937E0,-6.297281688E-1,-2.188022542E0,4.002232717E0
1.084350167E1,2.622303727E0,2.079321926E0,-7.285510835E-1,3.425031853E0
1.085345567E1,1.417116567E0,4.046256859E0,1.520907569E-1,4.289935377E0
1.086340967E1,3.665321285E-1,5.708491046E0,3.949269386E-1,5.733862844E0
1.087336367E1,-6.169204277E-1,7.251504014E0,8.315339997E-2,7.278173930E0
1.088331767E1,-1.388239801E0,8.685514941E0,-3.424059319E-1,8.802421335E0
1.089327167E1,-1.953375240E0,1.009476174E1,-5.519698486E-1,1.029682282E1
1.090322567E1,-2.449506810E0,1.135180552E1,-3.690493548E-1,1.161894012E1
1.091317967E1,-2.815406855E0,1.225868060E1,4.457113221E-2,1.257790731E1
1.092313367E1,-2.893833512E0,1.276943372E1,2.896317409E-1,1.309643449E1
1.093308767E1,-3.087765774E0,1.272514574E1,-3.301688790E-2,1.309445385E1
1.094304167E1,-3.398475120E0,1.231822397E1,-5.293458018E-1,1.278938942E1
1.095299567E1,-3.625646172E0,1.173296679E1,-6.382706586E-1,1.229695936E1
1.096295067E1,-3.727741481E0,1.104915130E1,-3.191410303E-1,1.166540406E1
1.097290467E1,-3.646426592E0,1.034230479E1,3.480980502E-1,1.097182152E1
1.098285867E1,-3.456737069E0,9.680578313E0,1.253650345E0,1.035539796E1
1.099281267E1,-3.297878745E0,9.052838783E0,2.216662351E0,9.886530545E0
1.100276667E1,-3.266677125E0,8.548505323E0,3.063945680E0,9.650693541E0
1.101272067E1,-3.347788823E0,8.217659336E0,3.753566294E0,9.634670461E0
1.102267467E1,-3.555647692E0,7.895808706E0,4.320107404E0,9.677280280E0
1.103262867E1,-3.710732515E0,7.623523754E0,4.731477151E0,9.709507004E0
1.104258267E1,-3.875372567E0,7.536209037E0,4.880322411E0,9.779085132E0
1.105253667E1,-3.887162892E0,7.644083734E0,4.812399108E0,9.833678693E0
1.106249067E1,-3.686150821E0,7.849511622E0,4.830011798E0,9.926306189E0
1.107244467E1,-3.459687282E0,8.141637347E0,4.896415118E0,1.011091370E1
1.108239867E1,-3.169898104E0,8.392657145E0,4.878908847E0,1.021218387E1
1.109235267E1,-3.053660720E0,8.411127915E0,4.744801786E0,1.012842834E1
1.110230667E1,-3.217304990E0,8.051967371E0,4.279593216E0,9.669547458E0
1.111226067E1,-3.357036195E0,7.514826354E0,3.658187681E0,9.006922019E0
1.112221467E1,-3.275331296E0,6.875386544E0,3.117119089E0,8.228922569E0
1.113216867E1,-2.847891061E0,5.714682078E0,2.434836731E0,6.833484079E0
1.114212267E1,-2.008429114E0,3.672968273E0,1.628814133E0,4.491939328E0
1.115207667E1,-2.877753961E-1,4.612108290E-1,6.602848408E-1,8.552813446E-1
1.116203067E1,1.825744556E0,-4.094382952E0,-6.634250879E-1,4.531826099E0
1.117198467E1,2.092034358E0,-8.415193484E0,-1.596185793E0,8.817023206E0
1.118193867E1,2.733164012E-1,-1.087027094E1,-1.765346034E0,1.101607638E1
1.119189267E1,7.166172087E-1,-1.327537575E1,-2.101279975E0,1.345973696E1
1.120184667E1,2.743994225E0,-1.540437737E1,-2.300224179E0,1.581503644E1
1.121180067E1,5.532201587E0,-1.708845851E1,-2.010913596E0,1.807386074E1
1.122175467E1,7.289592776E0,-1.738709569E1,-1.152152914E0,1.888853398E1
1.123170867E1,8.484602857E0,-1.655495387E1,-7.583794847E-1,1.861800534E1
1.124166267E1,1.005911828E1,-1.623450424E1,-4.592952812E-1,1.910382005E1
1.125161767E1,1.041978039E1,-1.630967604E1,1.946305664E-1,1.935497965E1
1.126157167E1,1.022213398E1,-1.665932550E1,3.397021794E-1,1.954841546E1
1.127152567E1,9.747430699E0,-1.708500748E1,-2.111862266E-1,1.967115872E1
1.128147967E1,8.725602867E0,-1.674917850E1,-8.802363360E-1,1.890624081E1
1.129143367E1,7.795026097E0,-1.552706131E1,-1.588614672E0,1.744636814E1
1.130138767E1,7.315566108E0,-1.367158542E1,-2.201545690E0,1.566130770E1
1.131134167E1,7.072358190E0,-1.135497471E1,-2.623317050E0,1.363214926E1
1.132129567E1,6.842300075E0,-8.841040937E0,-2.672990316E0,1.149460536E1
1.133124967E1,6.347900450E0,-6.505775272E0,-2.621738302E0,9.460151359E0
1.134120367E1,5.433293011E0,-4.530546649E0,-2.620284684E0,7.544031926E0
1.135115767E1,4.110316615E0,-2.490132680E0,-2.658949982E0,5.492310848E0
1.136111167E1,2.099538090E0,-4.637029123E-1,-3.103263527E0,3.775357612E0
1.137106567E1,-3.180891162E-1,1.335523351E0,-3.789961703E0,4.030956836E0
1.138101967E1,-2.299174311E0,2.948568420E0,-4.008002036E0,5.481271619E0
1.139097367E1,-3.653138611E0,4.480398588E0,-3.149297487E0,6.583119920E0
1.140092767E1,-4.557232171E0,5.906503496E0,-1.619365325E0,7.633969653E0
1.141088167E1,-5.178656709E0,7.424477516E0,-2.241493575E-1,9.054921018E0
1.142083567E1,-5.436305496E0,8.837370055E0,9.038577716E-1,1.041486850E1
1.143078967E1,-5.333112665E0,9.754357896E0,1.601475330E0,1.123184365E1
1.144074367E1,-4.902640648E0,1.047967927E1,1.924312970E0,1.172870595E1
1.145069767E1,-4.174445953E0,1.121188632E1,1.924833372E0,1.211764736E1
1.146065167E1,-3.546195960E0,1.204152787E1,1.455227111E0,1.263691360E1
1.147060567E1,-3.098478751E0,1.260158939E1,6.704300523E-1,1.299423342E1
1.148055967E1,-2.610681801E0,1.250955188E1,-2.275980453E-1,1.278109340E1
1.149051367E1,-2.411106976E0,1.201189301E1,-9.275343172E-1,1.228655080E1
1.150046767E1,-2.538898458E0,1.139025915E1,-1.351869242E0,1.174783211E1
1.151042167E1,-2.584378102E0,1.063629577E1,-1.539596440E0,1.105351325E1
1.152037567E1,-2.715501913E0,9.807454707E0,-1.527476477E0,1.029044717E1
1.153032967E1,-2.925931510E0,9.069517381E0,-1.237509398E0,9.609820510E0
1.154028467E1,-3.179962040E0,8.440471582E0,-7.378472062E-1,9.049758980E0
1.155023867E1,-3.393478382E0,7.858934995E0,-3.940884478E-2,8.560380122E0
1.156019267E1,-3.685353261E0,7.516051345E0,8.306414223E-1,8.412064054E0
1.157014667E1,-4.029088265E0,7.548247284E0,1.719912876E0,8.727410246E0
1.158010067E1,-4.270584118E0,7.579915220E0,2.453345507E0,9.039463901E0
1.159005467E1,-4.529902285E0,7.654539140E0,2.805343212E0,9.326410601E0
1.160000867E1,-4.713704832E0,7.648373836E0,2.892636294E0,9.438431030E0
1.160996267E1,-4.892232605E0,7.543944318E0,2.851330394E0,9.432662442E0
1.161991667E1,-5.123996937E0,7.385819235E0,2.725969891E0,9.393432931E0
1.162987067E1,-5.244922035E0,7.194615283E0,2.570369343E0,9.267065057E0
1.163982467E1,-5.039904621E0,6.758499534E0,2.253697007E0,8.726803810E0
1.164977867E1,-4.496603562E0,5.667238355E0,1.583706957E0,7.405751946E0
1.165973267E1,-3.554263363E0,3.906219553E0,7.945654173E-1,5.340662267E0
1.166968667E1,-2.172477427E0,1.043485919E0,1.222537310E-1,2.413186070E0
1.167964067E1,-4.146652383E-1,-3.422344331E0,-6.441491568E-1,3.507038083E0
1.168959467E1,3.369127652E-1,-7.804112086E0,-1.104940448E0,7.889142479E0
1.169954867E1,-1.055833192E0,-9.869489572E0,-1.258693715E0,1.000529450E1
1.170950267E1,-4.864298701E-2,-1.149573941E1,-2.243267913E0,1.171267013E1
1.171945775E1,2.244124238E0,-1.278678708E1,-3.186446017E0,1.336755235E1
1.172941175E1,5.187628677E0,-1.442025823E1,-3.377938821E0,1.569285855E1
1.173936575E1,8.070833412E0,-1.628448624E1,-2.776856747E0,1.838569491E1
1.174931975E1,8.992517737E0,-1.679180353E1,-2.559840846E0,1.921933470E1
1.175927375E1,9.571789112E0,-1.735920564E1,-2.964871627E0,2.004374294E1
1.176922775E1,1.007538992E1,-1.900283808E1,-2.654081590E0,2.167176703E1
1.177918175E1,9.453685881E0,-2.029971309E1,-1.992588422E0,2.248156883E1
1.178913575E1,8.232514772E0,-2.062747058E1,-1.386724495E0,2.225286154E1
1.179909075E1,7.017058733E0,-1.950535481E1,-7.999129884E-1,2.074458581E1
1.180904475E1,6.186727213E0,-1.688042510E1,-8.519323039E-1,1.799861478E1
1.181899875E1,5.854189042E0,-1.422382921E1,-1.309583640E0,1.543709351E1
1.182895275E1,5.336619240E0,-1.116570268E1,-1.900672823E0,1.252058219E1
1.183890675E1,4.699750744E0,-7.688278159E0,-2.603924174E0,9.379642808E0
1.184886075E1,3.883333258E0,-4.010011724E0,-3.103227274E0,6.386743359E0
1.185881475E1,3.142760884E0,-5.206986469E-1,-3.032362529E0,4.398101359E0
1.186876875E1,2.386366822E0,2.327478928E0,-2.934995863E0,4.441408052E0
1.187872275E1,1.323445050E0,4.466671665E0,-3.036142169E0,5.560649407E0
1.188867675E1,2.818126979E-1,6.313966134E0,-2.697229656E0,6.871727188E0
1.189863075E1,-6.066965711E-1,7.595916710E0,-1.780931202E0,7.825455088E0
1.190858475E1,-1.351447366E0,8.334677909E0,-5.611420834E-1,8.462159669E0
1.191853875E1,-1.888526987E0,8.944395736E0,6.958174932E-1,9.168037481E0
1.192849275E1,-2.152260094E0,9.288843516E0,1.524055710E0,9.655961018E0
1.193844675E1,-2.369570695E0,9.356377687E0,1.993752895E0,9.855542568E0
1.194840075E1,-2.777146184E0,9.228181577E0,2.314165110E0,9.910965458E0
1.195835475E1,-3.548603259E0,9.076170343E0,2.449843025E0,1.004844187E1
1.196830875E1,-4.372073656E0,9.103619512E0,2.473335676E0,1.039751440E1
1.197826275E1,-4.811410051E0,9.285784838E0,2.515437383E0,1.075652788E1
1.198821675E1,-4.901456587E0,9.462069619E0,2.361835413E0,1.091482041E1
1.199817075E1,-5.122814630E0,9.350362072E0,1.882887786E0,1.082671543E1
1.200812475E1,-5.459128933E0,8.922347056E0,1.364615149E0,1.054858001E1
1.201807875E1,-6.058769084E0,8.551148264E0,9.494007111E-1,1.052293596E1
1.202803275E1,-6.367617261E0,8.285467157E0,8.700443467E-1,1.048582342E1
1.203798675E1,-6.446495615E0,8.121683723E0,1.276964948E0,1.044747298E1
1.204794075E1,-6.368225956E0,8.197631453E0,2.041806483E0,1.057943462E1
1.205789475E1,-5.964980915E0,8.418553294E0,2.907323331E0,1.071940137E1
1.206784875E1,-5.610464230E0,8.590658485E0,3.406566789E0,1.081117105E1
1.207780275E1,-5.399843429E0,8.499981619E0,3.481846182E0,1.065510438E1
1.208775675E1,-5.292354648E0,8.426002647E0,3.399763846E0,1.051498609E1
1.209771175E1,-5.230569459E0,8.615605631E0,3.420046668E0,1.064350677E1
1.210766575E1,-5.261331076E0,8.908652292E0,3.736100661E0,1.100018811E1
1.211761975E1,-5.295271239E0,8.964762758E0,3.984464654E0,1.114822082E1
1.212757375E1,-5.333541266E0,8.552579078E0,4.015670951E0,1.084983339E1
1.213752775E1,-5.312300670E0,7.525380578E0,3.532409687E0,9.865587132E0
1.214748175E1,-4.919311645E0,5.900378537E0,2.620803916E0,8.116816316E0
1.215743575E1,-4.109666405E0,3.860192025E0,1.663695552E0,5.878632776E0
1.216738975E1,-2.173587229E0,9.251511383E-1,4.208011602E-1,2.399470709E0
1.217734375E1,6.004190004E-1,-3.390152485E0,-1.220275169E0,3.652767216E0
1.218729775E1,2.165634431E0,-8.256349193E0,-2.626961035E0,8.930744580E0
1.219725175E1,1.972606148E0,-1.208133221E1,-3.244899755E0,1.266408849E1
1.220720575E1,2.621772215E0,-1.534486675E1,-3.698111300E0,1.600045788E1
1.221715975E1,3.461108447E0,-1.783371304E1,-3.628294376E0,1.852525607E1
1.222711375E1,5.916036211E0,-2.037062111E1,-2.403448731E0,2.134802695E1
1.223706775E1,7.828309618E0,-2.097987525E1,-6.017623982E-1,2.240088648E1
1.224702175E1,9.621486937E0,-1.938303223E1,-2.527619764E-1,2.164113763E1
1.225697575E1,1.234976385E1,-1.820892419E1,-4.048213045E-1,2.200557810E1
1.226692975E1,1.400896976E1,-1.790873282E1,3.414550285E-1,2.273962481E1
1.227688375E1,1.413495855E1,-1.804310183E1,1.049236948E0,2.294453039E1
1.228683775E1,1.287080456E1,-1.807351320E1,9.593525259E-1,2.220877859E1
1.229679175E1,1.105086687E1,-1.760163822E1,2.725388677E-1,2.078493695E1
1.230674575E1,8.914869052E0,-1.623686651E1,-4.964226155E-1,1.852989908E1
1.231669975E1,6.691931908E0,-1.419128361E1,-1.712045886E0,1.578307904E1
1.232665375E1,4.571861320E0,-1.147368254E1,-3.216829319E0,1.276304422E1
1.233660775E1,3.145023172E0,-7.782206662E0,-4.068954581E0,9.327931317E0
1.234656175E1,2.520702508E0,-3.755840861E0,-3.929595551E0,5.991828010E0
1.235651675E1,2.111379871E0,-7.442336082E-2,-3.209064217E0,3.842077165E0
1.236646975E1,1.588823563E0,3.047142536E0,-2.255664010E0,4.110651783E0
1.237642475E1,1.055963877E0,5.669249797E0,-1.152103724E0,5.880713899E0
1.238637875E1,2.573342067E-1,7.939972726E0,-5.373251315E-1,7.962292765E0
1.239633275E1,-8.138704383E-1,9.667703329E0,-3.482168949E-1,9.708147494E0
1.240628675E1,-1.996036525E0,1.073903837E1,-2.275748757E-1,1.092533282E1
1.241624075E1,-3.329374187E0,1.128818079E1,-1.852667622E-1,1.177039005E1
1.242619475E1,-4.280876972E0,1.133202088E1,-4.918350363E-1,1.212363421E1
1.243614875E1,-4.917873815E0,1.097469402E1,-1.046375467E0,1.207163176E1
1.244610275E1,-5.614741468E0,1.061042418E1,-1.554847147E0,1.210470870E1
1.245605675E1,-6.176379980E0,1.047984299E1,-1.916298630E0,1.231450280E1
1.246601075E1,-6.348274087E0,1.040557868E1,-2.079868641E0,1.236537525E1
1.247596475E1,-6.201931143E0,1.016027862E1,-1.938623300E0,1.206040928E1
1.248591875E1,-5.987034273E0,9.894728494E0,-1.608336307E0,1.167634262E1
1.249587275E1,-5.711752623E0,9.386426529E0,-9.175637182E-1,1.102592600E1
1.250582675E1,-5.667572231E0,8.832637904E0,-1.464738484E-1,1.049563347E1
1.251578075E1,-5.675145544E0,8.388092809E0,4.652863383E-1,1.013823798E1
1.252573475E1,-5.653788005E0,8.221343082E0,1.302055643E0,1.006236303E1
1.253568875E1,-5.612876206E0,8.319402643E0,2.396367753E0,1.031791733E1
1.254564275E1,-5.450002599E0,8.408214832E0,3.393345065E0,1.057900731E1
1.255559675E1,-5.264527164E0,8.397048404E0,4.199018877E0,1.076370883E1
1.256555075E1,-5.333451803E0,8.358058001E0,4.729004656E0,1.098482256E1
1.257550475E1,-5.606510927E0,8.264727083E0,4.843048750E0,1.109927023E1
1.258545875E1,-5.717527333E0,8.172558593E0,4.671960682E0,1.101399334E1
1.259541275E1,-5.682927019E0,8.235290446E0,4.397506120E0,1.092948893E1
1.260536675E1,-5.444979841E0,8.575645174E0,3.997557739E0,1.091649960E1
1.261532075E1,-5.027438942E0,8.940758184E0,3.217808143E0,1.075019016E1
1.262527475E1,-4.543791177E0,9.072212947E0,2.254775233E0,1.039399333E1
1.263522875E1,-3.862629145E0,8.942235190E0,1.333406074E0,9.831655296E0
1.264518275E1,-2.961629931E0,8.429615641E0,4.770626307E-1,8.947472294E0
1.265513775E1,-1.650691198E0,7.478800489E0,-4.172245646E-1,7.670157399E0
1.266509175E1,4.388920069E-3,5.810956483E0,-1.428230370E0,5.983901445E0
1.267504575E1,1.570421499E0,2.846003580E0,-2.808749800E0,4.295932437E0
1.268499975E1,3.393210579E0,-2.049576555E0,-4.390200609E0,5.915108070E0
1.269495375E1,3.850300583E0,-7.460526186E0,-5.197574791E0,9.874160686E0
1.270490775E1,1.960540126E0,-1.022035058E1,-4.591728405E0,1.137467596E1
1.271486175E1,3.733521161E0,-1.350986313E1,-4.388020767E0,1.468707963E1
1.272481413E1,6.143526814E0,-1.691692576E1,-3.708005959E0,1.837592466E1
1.273476812E1,8.134482694E0,-1.918475198E1,-2.679095979E0,2.100957097E1
1.274472212E1,1.010528907E1,-2.044166478E1,-2.450312118E0,2.293430957E1
1.275467612E1,1.078006009E1,-1.946482659E1,-3.381902064E0,2.250614208E1
1.276463012E1,1.169800045E1,-1.886891346E1,-3.826302148E0,2.252819783E1
1.277458412E1,1.310412015E1,-1.924143723E1,-2.832897631E0,2.345157096E1
1.278453812E1,1.342765361E1,-1.941253026E1,-1.640465587E0,2.366092433E1
1.279449213E1,1.233546623E1,-1.872772074E1,-8.576216447E-1,2.244163020E1
1.280444612E1,1.095079996E1,-1.769473642E1,-8.159204721E-1,2.082521171E1
1.281440012E1,9.360999327E0,-1.633825138E1,-1.575731063E0,1.889575865E1
1.282435412E1,7.679387468E0,-1.422329126E1,-2.493106574E0,1.635513946E1
1.283430812E1,6.121911997E0,-1.115987417E1,-2.880957066E0,1.305069008E1
1.284426212E1,5.047969685E0,-7.647303210E0,-2.742926524E0,9.564877953E0
1.285421612E1,4.471134844E0,-4.420129582E0,-2.068920314E0,6.618838538E0
1.286417013E1,3.619965017E0,-1.471851184E0,-1.163895219E0,4.077394354E0
1.287412412E1,2.437781389E0,1.132961183E0,-1.409914991E-1,2.691887394E0
1.288407812E1,9.905311954E-1,3.226175508E0,4.927799463E-1,3.410600026E0
1.289403212E1,-7.962130165E-1,5.008478175E0,7.021172833E-1,5.119743888E0
1.290398612E1,-2.742907228E0,6.574595246E0,7.491394222E-1,7.163103558E0
1.291394012E1,-4.406519018E0,7.797111214E0,8.614808802E-1,8.997472004E0
1.292389513E1,-5.611636596E0,8.726583445E0,1.068800928E0,1.043005558E1
1.293384912E1,-6.280608938E0,9.384030340E0,1.259597840E0,1.136189512E1
1.294380312E1,-6.574392348E0,9.718979318E0,1.261992860E0,1.180143295E1
1.295375712E1,-6.694426330E0,9.698059149E0,8.687722850E-1,1.181619484E1
1.296371112E1,-6.926533309E0,9.398310410E0,1.625596301E-1,1.167610928E1
1.297366512E1,-7.284044938E0,9.078123897E0,-4.163942599E-1,1.164658870E1
1.298361912E1,-7.632534313E0,8.953001668E0,-8.213209605E-1,1.179348918E1
1.299357313E1,-7.419093400E0,8.827832662E0,-1.018172153E0,1.157627967E1
1.300352712E1,-6.834834934E0,8.589110727E0,-8.784973741E-1,1.101179138E1
1.301348112E1,-6.264764737E0,8.393893247E0,-4.871093166E-1,1.048532291E1
1.302343512E1,-5.985751394E0,8.358526363E0,-1.297906824E-1,1.028158686E1
1.303338912E1,-6.060856540E0,8.251411804E0,1.562446189E-1,1.023934525E1
1.304334312E1,-6.149090440E0,7.955429841E0,5.138545175E-1,1.006798012E1
1.305329712E1,-6.119842082E0,7.604463000E0,9.639415669E-1,9.808644554E0
1.306325113E1,-6.068920435E0,7.326471165E0,1.274024091E0,9.598547409E0
1.307320512E1,-6.075827751E0,7.260890549E0,1.287038823E0,9.554720475E0
1.308315912E1,-5.950633602E0,7.358220377E0,1.122636242E0,9.529625360E0
1.309311312E1,-5.563338595E0,7.657839308E0,1.199482616E0,9.541069004E0
1.310306712E1,-4.914775960E0,7.974009368E0,1.246197191E0,9.449489700E0
1.311302112E1,-4.653461553E0,8.198592151E0,1.253102753E0,9.510093806E0
1.312297512E1,-4.483304070E0,8.328959332E0,1.276769797E0,9.544722104E0
1.313292913E1,-4.515423995E0,8.205032274E0,1.308299153E0,9.456387003E0
1.314288312E1,-4.789363124E0,7.962661092E0,1.291083927E0,9.381304201E0
1.315283712E1,-4.775798169E0,7.605369319E0,1.032468596E0,9.039683735E0
1.316279112E1,-4.465969999E0,6.642125325E0,2.592994559E-1,8.008117948E0
1.317274512E1,-3.984241875E0,5.103219441E0,-5.606216812E-1,6.498563584E0
1.318269912E1,-3.345559280E0,3.299332362E0,-1.165050848E0,4.841043732E0
1.319265312E1,-2.158899608E0,5.710700709E-1,-1.661531936E0,2.783461319E0
1.320260713E1,-2.538621300E-1,-3.178064033E0,-2.201794782E0,3.874588655E0
1.321256112E1,4.687818038E-1,-6.555681258E0,-2.478230088E0,7.024125391E0
1.322251612E1,5.376637584E-1,-8.273808979E0,-2.366101688E0,8.622263887E0
1.323247012E1,3.086362150E0,-1.060164985E1,-2.606094661E0,1.134514611E1
1.324242412E1,4.796477432E0,-1.217502331E1,-2.263874963E0,1.328015506E1
1.325237812E1,6.791921634E0,-1.351856378E1,-1.714044903E0,1.522562695E1
1.326233212E1,9.022556638E0,-1.482529720E1,-1.497732714E0,1.741950541E1
1.327228612E1,1.049594155E1,-1.554846329E1,-1.904367971E0,1.885593055E1
1.328224013E1,1.179879826E1,-1.647128957E1,-1.900547693E0,2.035011307E1
1.329219412E1,1.205007533E1,-1.759605179E1,-1.237956126E0,2.136253472E1
1.330214812E1,1.093843778E1,-1.858854882E1,-8.803399779E-1,2.158607344E1
1.331210212E1,9.389849489E0,-1.946639364E1,-1.001247972E0,2.163590193E1
1.332205612E1,7.665548277E0,-1.920082597E1,-1.342133628E0,2.071795528E1
1.333201012E1,6.466873747E0,-1.778037708E1,-2.341603901E0,1.906424333E1
1.334196412E1,6.029192113E0,-1.578080708E1,-3.440995195E0,1.724022847E1
1.335191813E1,6.196949315E0,-1.325714179E1,-4.058926606E0,1.518647011E1
1.336187212E1,6.699832665E0,-1.019676057E1,-3.806578320E0,1.278091242E1
1.337182612E1,6.624662615E0,-7.072596756E0,-3.013357909E0,1.014830555E1
1.338178012E1,6.040961389E0,-4.180948057E0,-2.016653223E0,7.618427093E0
1.339173412E1,5.202378278E0,-1.693623794E0,-7.220374314E-1,5.518554101E0
1.340168812E1,3.770191097E0,4.148769075E-1,1.205461979E-1,3.794864312E0
1.341164212E1,2.103890757E0,2.277481726E0,1.702965014E-1,3.105202123E0
1.342159613E1,4.167047471E-1,3.973809857E0,-2.230994900E-1,4.001822211E0
