9.564710477E1,-3.007935047E0,4.617039204E0,8.507287979E0,1.013600873E1
9.565195388E1,-3.391829252E0,4.799104691E0,8.344722748E0,1.020638571E1
9.565680300E1,-3.781090736E0,4.974973679E0,8.181463242E0,1.029482156E1
9.566165206E1,-4.402629852E0,5.261683941E0,7.929145336E0,1.048521880E1
9.566650117E1,-4.549173832E0,5.341019630E0,7.549854755E0,1.030639511E1
9.567135029E1,-4.761775970E0,5.425727844E0,7.053451061E0,1.009277984E1
9.567619940E1,-5.288412094E0,5.644627094E0,6.557492256E0,1.014050404E1
9.568104846E1,-5.726453304E0,5.777482986E0,5.990571976E0,1.010240217E1
9.568589758E1,-6.082094669E0,5.862434387E0,5.431976318E0,1.004322554E1
9.569074669E1,-6.459007263E0,5.901798248E0,4.884345055E0,1.002032055E1
9.569559576E1,-6.510985374E0,5.673295975E0,4.376566410E0,9.681608921E0
9.570044487E1,-6.293687820E0,5.191452026E0,3.751209974E0,8.979602263E0
9.570529399E1,-5.610594273E0,4.444143772E0,2.806155443E0,7.687892451E0
9.571014310E1,-4.522379875E0,3.619645596E0,1.445371151E0,5.970163460E0
9.571499216E1,-3.577197552E0,2.736184597E0,-1.875467300E-1,4.507573876E0
9.571984128E1,-2.853728533E0,1.721395493E0,-1.777387142E0,3.777045675E0
9.572469039E1,-2.313705206E0,4.671583176E-1,-3.757200480E0,4.437118898E0
9.572953946E1,-1.826787710E0,-8.885021210E-1,-6.157588005E0,6.484017227E0
9.573438857E1,-1.301505685E0,-2.572032928E0,-1.092734528E1,1.130115681E1
9.573923768E1,-1.788748205E-1,-4.810681343E0,-1.355929375E1,1.438850576E1
9.574408680E1,8.988472819E-1,-6.767283440E0,-1.513847733E1,1.660655134E1
9.574893586E1,2.819391727E0,-8.723600388E0,-1.557468128E1,1.807265532E1
9.575378498E1,4.426917076E0,-1.013801193E1,-1.400640297E1,1.784814290E1
9.575863409E1,5.753363132E0,-1.091415405E1,-1.212278938E1,1.729687742E1
9.576348320E1,5.993000984E0,-1.097287941E1,-1.022088051E1,1.614888670E1
9.576833227E1,5.918458462E0,-1.008993530E1,-9.293467522E0,1.493999610E1
9.577318138E1,5.460015774E0,-8.624686241E0,-8.357328415E0,1.319249496E1
9.577803050E1,4.903493881E0,-6.573254585E0,-7.831812382E0,1.133971839E1
9.578287961E1,3.992745161E0,-4.054018021E0,-7.525382519E0,9.434429399E0
9.578772867E1,3.034567595E0,-1.687109947E0,-7.246784210E0,8.035597168E0
9.579257779E1,2.346146584E0,6.350135803E-2,-7.140034199E0,7.515884816E0
9.579742690E1,1.790347338E0,1.298717022E0,-6.895802498E0,7.241829988E0
9.580227596E1,1.315971851E0,2.141080856E0,-6.457052231E0,6.928891156E0
9.580712508E1,9.744536877E-1,2.567357540E0,-5.891729355E0,6.500258419E0
9.581197419E1,8.792451620E-1,2.688201904E0,-4.909389496E0,5.665827985E0
9.581682331E1,9.739845991E-1,2.619069099E0,-3.681764603E0,4.622073078E0
9.582167237E1,1.138170242E0,2.219786644E0,-2.347567558E0,3.425486489E0
9.582652149E1,1.304524899E0,1.441293240E0,-1.210479259E0,2.290059268E0
9.583137060E1,1.241575122E0,1.296482086E-1,3.989934921E-2,1.248963330E0
9.583621972E1,6.378095150E-1,-1.835278511E0,1.338151932E0,2.359173326E0
9.584106878E1,9.391784668E-3,-4.093214989E0,2.875057220E0,5.002044699E0
9.584591789E1,-6.880987883E-1,-5.964761734E0,4.386392593E0,7.435879401E0
9.585076701E1,-9.459187388E-1,-7.871907234E0,4.610286713E0,9.171500932E0
9.585561607E1,-1.444264412E0,-9.434448242E0,2.725818396E0,9.925965910E0
9.586046518E1,-2.343004704E0,-1.109678268E1,-3.101632595E0,1.175790720E1
9.586531430E1,-3.833062172E0,-1.270836067E1,-1.491624069E1,1.996719893E1
9.587016341E1,-5.210481644E0,-1.444779301E1,-2.659556198E1,3.071175278E1
9.587501248E1,-5.083158016E0,-1.553870583E1,-2.247626495E1,2.779338699E1
9.587986159E1,-4.868567467E0,-1.496068478E1,-1.022510529E1,1.876373673E1
9.588471070E1,-5.111217022E0,-1.239481258E1,4.339776039E-1,1.341433021E1
9.588955982E1,-5.461320400E0,-8.180112839E0,7.079675198E0,1.211866608E1
9.589440888E1,-5.535619736E0,-4.559728622E0,1.071025848E1,1.288967989E1
9.589925800E1,-5.214109898E0,-2.127662659E0,1.230458260E1,1.353205983E1
9.590410711E1,-4.452773094E0,1.988639832E-1,1.262498856E1,1.338869191E1
9.590895622E1,-3.878674984E0,2.119722843E0,1.220108509E1,1.297704982E1
9.591380529E1,-3.592255592E0,3.579513073E0,1.204259109E1,1.306679817E1
9.591865440E1,-3.667129517E0,4.982102871E0,1.166326618E1,1.320230911E1
9.592350352E1,-3.493617535E0,6.138551712E0,1.140309715E1,1.341334430E1
9.592835263E1,-3.547378302E0,7.039674759E0,1.111808395E1,1.362911238E1
9.593320169E1,-3.891740322E0,7.960966587E0,1.130413437E1,1.436335913E1
9.593805081E1,-3.945006847E0,8.364430428E0,1.107652950E1,1.442970136E1
9.594289992E1,-3.655017376E0,8.541328430E0,1.061195183E1,1.410414708E1
9.594774899E1,-3.395060301E0,8.517151833E0,1.006099701E1,1.361219933E1
9.595259810E1,-3.186224461E0,8.453512192E0,9.323688507E0,1.298249060E1
9.595744722E1,-3.313493729E0,8.050802231E0,8.809381485E0,1.238546969E1
9.596229633E1,-3.576137543E0,7.382864952E0,8.341103554E0,1.169912232E1
9.596714539E1,-4.074816227E0,6.342160225E0,7.968431473E0,1.096918519E1
9.597199451E1,-4.510538101E0,5.055840492E0,7.658894539E0,1.022570988E1
9.597684362E1,-4.690476418E0,3.756204128E0,7.300519943E0,9.455539642E0
9.598169274E1,-4.979286671E0,2.474473953E0,6.736043930E0,8.734449320E0
9.598654180E1,-5.234692097E0,1.236966133E0,6.195842266E0,8.204909990E0
9.599139091E1,-5.167090416E0,2.212333679E-2,5.737746239E0,7.721466487E0
9.599624003E1,-4.845803261E0,-1.296751976E0,5.292801857E0,7.292264835E0
9.600108914E1,-4.689429760E0,-2.167632103E0,4.998011589E0,7.188149988E0
9.600593820E1,-4.321349621E0,-3.076063156E0,5.654674530E0,7.753165233E0
9.601078732E1,-3.962509632E0,-3.725611687E0,5.742955208E0,7.909690231E0
9.601563643E1,-3.393914938E0,-4.252849579E0,5.981973171E0,8.086370704E0
9.602048550E1,-2.836488008E0,-4.777420044E0,6.367938995E0,8.451038608E0
9.602533461E1,-1.921475887E0,-5.218169212E0,6.466718197E0,8.528763319E0
9.603018372E1,-9.240888357E-1,-5.486956596E0,6.760259628E0,8.755669198E0
9.603503284E1,-1.141653061E-1,-5.641589165E0,6.810482979E0,8.844390337E0
9.603988196E1,6.995927095E-1,-5.634679794E0,6.593639374E0,8.701443934E0
9.604473102E1,1.254578590E0,-5.172702789E0,6.162875652E0,8.143209312E0
9.604958013E1,1.642941236E0,-4.449992180E0,5.373584747E0,7.167782038E0
9.605442925E1,1.726048708E0,-3.686806679E0,4.525863171E0,6.087300310E0
9.605927831E1,1.698082209E0,-2.902299881E0,3.792389870E0,5.068436515E0
9.606412742E1,1.576982021E0,-2.110670090E0,3.224219799E0,4.163819621E0
9.606897654E1,1.395826936E0,-1.290200233E0,2.705167532E0,3.306188266E0
9.607382565E1,1.248112798E0,-5.746974945E-1,1.991519451E0,2.419547993E0
9.607867472E1,1.167928576E0,8.590221405E-2,8.378729820E-1,1.439953987E0
9.608352383E1,1.176670194E0,4.185981750E-1,-8.460880518E-1,1.508523175E0
9.608837294E1,1.451498508E0,1.769609451E-1,-2.692403316E0,3.063853573E0
9.609322206E1,1.909638882E0,-2.012004852E-1,-4.187849998E0,4.607091263E0
9.609807112E1,2.448446035E0,-5.433502197E-1,-5.286682606E0,5.851421231E0
9.610292024E1,3.077461958E0,-6.576137543E-1,-6.155078888E0,6.912902724E0
9.610776935E1,3.531998634E0,-5.648298264E-1,-6.800866127E0,7.684128263E0
9.611261846E1,3.746648073E0,-2.834291458E-1,-7.224245071E0,8.142936861E0
9.611746753E1,3.728581190E0,7.717800140E-2,-7.365139961E0,8.255516991E0
9.612231664E1,3.571370602E0,5.747385025E-1,-7.143526554E0,8.007183272E0
9.612716576E1,3.352290392E0,1.104081154E0,-6.593341351E0,7.478569130E0
9.613201487E1,2.962519169E0,1.598133087E0,-5.761455536E0,6.672699535E0
9.613686393E1,2.615614653E0,1.958649158E0,-4.707165718E0,5.730196823E0
9.614171305E1,2.337382793E0,2.056363106E0,-3.494724274E0,4.680286882E0
9.614656216E1,2.322436333E0,1.929451942E0,-2.219426155E0,3.747312073E0
9.615141128E1,2.380446196E0,1.754695892E0,-1.042934895E0,3.135792557E0
9.615626034E1,2.321592093E0,1.562970161E0,-8.985692263E-2,2.800132110E0
9.616110946E1,2.288943291E0,1.354109764E0,6.716746092E-1,2.742994973E0
9.616595857E1,2.211002827E0,1.108939171E0,1.076535821E0,2.697630249E0
9.617080763E1,2.205550432E0,8.729562759E-1,1.004290462E0,2.575869698E0
9.617565675E1,2.153576374E0,5.841741562E-1,7.250442505E-1,2.346239504E0
9.618050586E1,2.096510410E0,3.121414185E-1,3.198556900E-1,2.143617463E0
9.618535498E1,1.927764535E0,1.430540085E-1,-1.017984152E-1,1.935743648E0
9.619020404E1,1.786840320E0,4.824352264E-2,-4.215627313E-1,1.836529581E0
9.619505315E1,1.638633251E0,4.920387268E-2,-5.934637785E-1,1.743484789E0
9.619990227E1,1.464602232E0,1.362609863E-1,-6.487132907E-1,1.607624237E0
9.620475138E1,1.370173931E0,2.232017517E-1,-6.333807111E-1,1.525898669E0
9.620960044E1,1.300142646E0,3.409872055E-1,-5.268688202E-1,1.443687614E0
9.621444956E1,1.301725268E0,4.774980545E-1,-3.852604628E-1,1.439068689E0
9.621929867E1,1.314564586E0,5.847873688E-1,-2.931159735E-1,1.468323292E0
