"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.722781958E0,-1.563967196E-1,3.808479396E-1,-2.867959875E-1,5.017539491E-1
1.732808958E0,-1.725574735E-1,3.091625375E-1,-7.339249671E-2,3.615854185E-1
1.742835958E0,-2.141800010E-1,3.172330108E-1,1.289427996E-2,3.829831829E-1
1.752861958E0,-3.249288967E-1,3.803223846E-1,4.912830591E-2,5.026305747E-1
1.762888958E0,-4.391620021E-1,5.014305364E-1,-6.909654737E-3,6.665910217E-1
1.772915958E0,-4.467545385E-1,6.497632147E-1,-1.498664761E-1,8.026467551E-1
1.782941958E0,-3.581562844E-1,8.360096048E-1,-3.472439182E-1,9.735329075E-1
1.792968958E0,-3.670937535E-1,8.990301642E-1,-4.408455616E-1,1.066469816E0
1.802994958E0,-4.391711383E-1,9.709239464E-1,-6.289814794E-1,1.237409512E0
1.813021958E0,-4.272510045E-1,1.081478934E0,-7.253044170E-1,1.370476779E0
1.823048958E0,-3.678861243E-1,1.103734825E0,-6.537198794E-1,1.334511313E0
1.833074958E0,-2.519861971E-1,1.054855318E0,-5.662782776E-1,1.223473692E0
1.843101958E0,-1.166090483E-1,9.565148722E-1,-3.176751333E-1,1.014611187E0
1.853128958E0,-6.762067359E-2,9.731370445E-1,4.830969572E-3,9.754955669E-1
1.863154958E0,-7.860134259E-2,8.444222132E-1,3.917944390E-1,9.342001539E-1
1.873181958E0,-1.213436119E-2,7.055091801E-1,7.232017583E-1,1.010401519E0
1.883208958E0,1.365503195E-1,6.516743772E-1,1.152095026E0,1.330657143E0
1.893234958E0,2.136859478E-1,3.811101872E-1,1.405999841E0,1.472325444E0
1.903261958E0,1.389334984E-1,4.049452655E-2,1.728663819E0,1.734710616E0
1.913288958E0,2.495825529E-2,-1.317886394E-1,2.190124909E0,2.194228401E0
1.923314958E0,9.898660015E-2,-2.348725663E-1,2.651792405E0,2.664013219E0
1.933341958E0,3.316834175E-1,-3.186101762E-1,2.807176314E0,2.844602818E0
1.943367958E0,4.705338855E-1,-3.931571326E-1,2.861610968E0,2.926566589E0
1.953394958E0,4.466788536E-1,-3.559706683E-1,2.996309182E0,3.050263239E0
1.963421958E0,3.510859774E-1,-2.607500039E-1,2.883035751E0,2.916015615E0
1.973447958E0,2.390278901E-1,-2.258362062E-1,2.604048720E0,2.624729712E0
1.983474958E0,1.487055114E-1,-1.275491157E-1,2.232167559E0,2.240748562E0
1.993501958E0,5.170674529E-2,6.468708895E-2,1.725929661E0,1.727915276E0
2.003527958E0,-1.550279595E-2,2.047056113E-1,1.104439634E0,1.123357303E0
2.013554958E0,5.145308577E-2,3.255831271E-1,4.568757033E-1,5.633712816E-1
2.023581958E0,3.328702927E-2,2.989777842E-1,-9.360105872E-2,3.150506308E-1
2.033607958E0,-3.134502277E-2,2.699995682E-2,-4.763545328E-1,4.781476227E-1
2.043634958E0,-6.903118646E-2,-2.333343831E-1,-7.720540756E-1,8.094922697E-1
2.053660958E0,-2.336233087E-2,-4.524140585E-1,-8.958530796E-1,1.003880979E0
2.063687958E0,5.911710441E-2,-6.422991709E-1,-8.092698491E-1,1.034872333E0
2.073714958E0,1.459542502E-1,-7.825763594E-1,-7.488184100E-1,1.092912354E0
2.083740958E0,6.954119157E-2,-8.797290900E-1,-5.770272142E-1,1.054381172E0
2.093767958E0,-9.571051486E-2,-8.426136694E-1,-4.794319224E-1,9.741731195E-1
2.103794958E0,-1.395650342E-1,-6.818312457E-1,-4.576200539E-1,8.329395897E-1
2.113820958E0,-3.018245377E-1,-4.920124262E-1,-4.663768440E-1,7.420792678E-1
2.123847958E0,-5.855133879E-1,-3.019603027E-1,-4.674433762E-1,8.077804539E-1
2.133873958E0,-9.366360931E-1,1.480478458E-2,-4.655617422E-1,1.046066006E0
2.143900958E0,-1.109718500E0,3.631867171E-1,-5.412720752E-1,1.286994639E0
2.153927958E0,-1.065884702E0,5.899194476E-1,-6.617416745E-1,1.386368348E0
2.163953958E0,-9.325914279E-1,6.807354044E-1,-8.988737512E-1,1.463250314E0
2.173981375E0,-7.607402980E-1,7.221714789E-1,-9.903423303E-1,1.442579418E0
2.184008375E0,-5.634990229E-1,7.183251804E-1,-1.161005014E0,1.476974900E0
2.194034375E0,-4.028180484E-1,6.777577098E-1,-1.317570645E0,1.535451170E0
2.204061375E0,-3.202853304E-1,6.186246718E-1,-1.431122988E0,1.591663339E0
2.214087375E0,-2.382063929E-1,4.712417275E-1,-1.534923930E0,1.623207479E0
2.224114375E0,-2.484480469E-1,3.022486436E-1,-1.509033043E0,1.558929569E0
2.234141375E0,-2.771120847E-1,2.071465315E-1,-1.444254665E0,1.485116941E0
2.244167375E0,-2.256862616E-1,8.111389115E-2,-1.367803490E0,1.388668477E0
2.254194375E0,-1.860249998E-1,-5.476465635E-2,-1.180946358E0,1.196761784E0
2.264221375E0,-1.726625772E-1,-1.416837363E-1,-1.086578729E0,1.109297066E0
2.274247375E0,-1.696140948E-1,-2.197163641E-1,-1.049633097E0,1.085713526E0
2.284274375E0,-2.475610974E-1,-1.884790032E-1,-8.742932260E-1,9.280083386E-1
2.294300375E0,-4.007553335E-1,-1.030834883E-2,-7.533231050E-1,8.533503383E-1
2.304327375E0,-5.342767587E-1,1.246959668E-1,-6.629280746E-1,8.605082052E-1
2.314354375E0,-6.388898787E-1,2.065217565E-1,-6.450993294E-1,9.311201092E-1
2.324380375E0,-7.294596677E-1,3.075758956E-1,-5.541453052E-1,9.663288041E-1
2.334407375E0,-8.117288225E-1,4.548943743E-1,-5.698754847E-1,1.091141898E0
2.344434375E0,-8.322058448E-1,6.072196776E-1,-5.444155383E-1,1.165191222E0
2.354460375E0,-8.078607432E-1,6.706091963E-1,-5.473075712E-1,1.184019110E0
2.364487375E0,-6.526741049E-1,6.812764911E-1,-4.943253654E-1,1.065119107E0
2.374513375E0,-4.537517187E-1,7.254447502E-1,-4.724579483E-1,9.774339982E-1
2.384540375E0,-3.123860344E-1,6.198947601E-1,-3.206542897E-1,7.646396024E-1
2.394567375E0,-2.684191023E-1,4.848596735E-1,1.051153958E-2,5.542997473E-1
2.404593375E0,-1.843961483E-1,3.667672596E-1,3.093147844E-1,5.139998036E-1
2.414620375E0,-1.447018497E-1,2.416811373E-1,5.841391826E-1,6.485113585E-1
2.424646375E0,-1.567114094E-1,1.195634271E-1,7.968480241E-1,8.208657945E-1
2.434673375E0,-1.546921100E-1,1.999776989E-2,1.018521817E0,1.030396162E0
2.444700375E0,-1.107826634E-1,-9.171262734E-2,1.114871067E0,1.124109203E0
2.454726375E0,-6.184724249E-2,-1.184736523E-1,1.226259940E0,1.233521191E0
2.464753375E0,-8.898837302E-2,5.018482469E-2,1.390521092E0,1.394269111E0
